Class ID;Preferred Label;Link
BTO:0005109;saphenous vein endothelial cell;http://purl.obolibrary.org/obo/BTO_0005109
BTO:0004050;BEL-7402 cell;http://purl.obolibrary.org/obo/BTO_0004050
BTO:0001386;tongue muscle;http://purl.obolibrary.org/obo/BTO_0001386
BTO:0001175;retina;http://purl.obolibrary.org/obo/BTO_0001175
BTO:0001821;subesophageal ganglion;http://purl.obolibrary.org/obo/BTO_0001821
BTO:0004895;NPC-TW01 cell;http://purl.obolibrary.org/obo/BTO_0004895
BTO:0001037;sensory cell;http://purl.obolibrary.org/obo/BTO_0001037
BTO:0001048;pharyngeal muscle;http://purl.obolibrary.org/obo/BTO_0001048
BTO:0000789;CA-46 cell;http://purl.obolibrary.org/obo/BTO_0000789
BTO:0003431;dermatofibroma cell;http://purl.obolibrary.org/obo/BTO_0003431
BTO:0003442;CCD-43Sk cell;http://purl.obolibrary.org/obo/BTO_0003442
BTO:0001450;vitelline membrane;http://purl.obolibrary.org/obo/BTO_0001450
BTO:0003453;dentin;http://purl.obolibrary.org/obo/BTO_0003453
BTO:0003140;UM-SCC-14A cell;http://purl.obolibrary.org/obo/BTO_0003140
BTO:0005132;arrector pili muscle;http://purl.obolibrary.org/obo/BTO_0005132
BTO:0005143;OCUT-2 cell;http://purl.obolibrary.org/obo/BTO_0005143
BTO:0003151;HPAEC cell;http://purl.obolibrary.org/obo/BTO_0003151
BTO:0005154;CEM-VBL16 cell;http://purl.obolibrary.org/obo/BTO_0005154
BTO:0002914;SK-N-MC cell;http://purl.obolibrary.org/obo/BTO_0002914
BTO:0002925;tracheobronchial epithelium;http://purl.obolibrary.org/obo/BTO_0002925
BTO:0004557;submandibular gland duct epithelium;http://purl.obolibrary.org/obo/BTO_0004557
BTO:0005492;MT-2 cell;http://purl.obolibrary.org/obo/BTO_0005492
BTO:0001810;sclerotium;http://purl.obolibrary.org/obo/BTO_0001810
BTO:0001002;schizont;http://purl.obolibrary.org/obo/BTO_0001002
BTO:0001013;pedal muscle;http://purl.obolibrary.org/obo/BTO_0001013
BTO:0003005;NCI-H324 cell;http://purl.obolibrary.org/obo/BTO_0003005
BTO:0004469;LM3 cell;http://purl.obolibrary.org/obo/BTO_0004469
BTO:0002477;cecal epithelium;http://purl.obolibrary.org/obo/BTO_0002477
BTO:0003869;tritocerebrum;http://purl.obolibrary.org/obo/BTO_0003869
BTO:0003016;SW-1573 cell;http://purl.obolibrary.org/obo/BTO_0003016
BTO:0005008;psammoma body;http://purl.obolibrary.org/obo/BTO_0005008
BTO:0001024;retinal rod;http://purl.obolibrary.org/obo/BTO_0001024
BTO:0003027;NCI-H196 cell;http://purl.obolibrary.org/obo/BTO_0003027
BTO:0005019;AX-2 cell;http://purl.obolibrary.org/obo/BTO_0005019
BTO:0004791;root primordium;http://purl.obolibrary.org/obo/BTO_0004791
BTO:0005848;K-457 cell;http://purl.obolibrary.org/obo/BTO_0005848
BTO:0005859;KNS-42 cell;http://purl.obolibrary.org/obo/BTO_0005859
BTO:0001789;neural lobe;http://purl.obolibrary.org/obo/BTO_0001789
BTO:0003845;A2780/CP70 cell;http://purl.obolibrary.org/obo/BTO_0003845
BTO:0003856;BON-1 cell;http://purl.obolibrary.org/obo/BTO_0003856
BTO:0005837;NCI-H1944 cell;http://purl.obolibrary.org/obo/BTO_0005837
BTO:0005330;culture condition:salicylic acid-grown cell;http://purl.obolibrary.org/obo/BTO_0005330
BTO:0005066;MRC-5V1 cell;http://purl.obolibrary.org/obo/BTO_0005066
BTO:0000463;filament;http://purl.obolibrary.org/obo/BTO_0000463
BTO:0000474;allantois;http://purl.obolibrary.org/obo/BTO_0000474
BTO:0002466;nucleus ventralis posteromedialis thalamus;http://purl.obolibrary.org/obo/BTO_0002466
BTO:0000336;caput epididymis;http://purl.obolibrary.org/obo/BTO_0000336
BTO:0002117;tela submucosa vesicae urinariae;http://purl.obolibrary.org/obo/BTO_0002117
BTO:0000125;blast cell;http://purl.obolibrary.org/obo/BTO_0000125
BTO:0002128;TX3868 cell;http://purl.obolibrary.org/obo/BTO_0002128
BTO:0004109;fundic mucosa;http://purl.obolibrary.org/obo/BTO_0004109
BTO:0001060;photoreceptor cell;http://purl.obolibrary.org/obo/BTO_0001060
BTO:0003063;Mueller cell line;http://purl.obolibrary.org/obo/BTO_0003063
BTO:0001071;pith;http://purl.obolibrary.org/obo/BTO_0001071
BTO:0003074;TT cell;http://purl.obolibrary.org/obo/BTO_0003074
BTO:0001082;MM46 cell;http://purl.obolibrary.org/obo/BTO_0001082
BTO:0001439;venom;http://purl.obolibrary.org/obo/BTO_0001439
BTO:0000393;endothelium;http://purl.obolibrary.org/obo/BTO_0000393
BTO:0002385;GLC-4 cell;http://purl.obolibrary.org/obo/BTO_0002385
BTO:0004823;NCI-H1355 cell;http://purl.obolibrary.org/obo/BTO_0004823
BTO:0001788;pars intermedia;http://purl.obolibrary.org/obo/BTO_0001788
BTO:0001799;pulmonary vein;http://purl.obolibrary.org/obo/BTO_0001799
BTO:0005700;culture condition:6-deoxy-6-sulfoglucose-grown cell;http://purl.obolibrary.org/obo/BTO_0005700
BTO:0004388;common cardinal vein;http://purl.obolibrary.org/obo/BTO_0004388
BTO:0004177;MOLM-6 cell;http://purl.obolibrary.org/obo/BTO_0004177
BTO:0002396;NIH-3T3-G185 cell;http://purl.obolibrary.org/obo/BTO_0002396
BTO:0000706;large intestine;http://purl.obolibrary.org/obo/BTO_0000706
BTO:0004801;BG3A-C2 cell;http://purl.obolibrary.org/obo/BTO_0004801
BTO:0004812;dermal dendritic cell;http://purl.obolibrary.org/obo/BTO_0004812
BTO:0002820;oligodendroglioma cell line;http://purl.obolibrary.org/obo/BTO_0002820
BTO:0000047;adrenal gland;http://purl.obolibrary.org/obo/BTO_0000047
BTO:0002039;KMST-6 cell;http://purl.obolibrary.org/obo/BTO_0002039
BTO:0000058;alimentary canal;http://purl.obolibrary.org/obo/BTO_0000058
BTO:0004004;3-LL cell;http://purl.obolibrary.org/obo/BTO_0004004
BTO:0002012;tunica intima vasorum;http://purl.obolibrary.org/obo/BTO_0002012
BTO:0002023;HBE-1 cell;http://purl.obolibrary.org/obo/BTO_0002023
BTO:0004015;HC11-C24 cell;http://purl.obolibrary.org/obo/BTO_0004015
BTO:0005468;labial palp;http://purl.obolibrary.org/obo/BTO_0005468
BTO:0005479;SUM-229PE cell;http://purl.obolibrary.org/obo/BTO_0005479
BTO:0000740;myeloid leukemia cell line;http://purl.obolibrary.org/obo/BTO_0000740
BTO:0003418;biceps femoris;http://purl.obolibrary.org/obo/BTO_0003418
BTO:0001426;urethra;http://purl.obolibrary.org/obo/BTO_0001426
BTO:0003429;BIC-1 cell;http://purl.obolibrary.org/obo/BTO_0003429
BTO:0000380;embryonic axis;http://purl.obolibrary.org/obo/BTO_0000380
BTO:0002361;osteochondroma cell;http://purl.obolibrary.org/obo/BTO_0002361
BTO:0004364;gastroesophageal junction;http://purl.obolibrary.org/obo/BTO_0004364
BTO:0002372;neuroepithelioma cell;http://purl.obolibrary.org/obo/BTO_0002372
BTO:0004375;ventral globus pallidus;http://purl.obolibrary.org/obo/BTO_0004375
BTO:0002383;MKN-74 cell;http://purl.obolibrary.org/obo/BTO_0002383
BTO:0004026;4TO7 cell;http://purl.obolibrary.org/obo/BTO_0004026
BTO:0000094;ascites tumor cell;http://purl.obolibrary.org/obo/BTO_0000094
BTO:0001833;parasympathetic nervous system;http://purl.obolibrary.org/obo/BTO_0001833
BTO:0001844;tooth enamel;http://purl.obolibrary.org/obo/BTO_0001844
BTO:0001855;venom duct;http://purl.obolibrary.org/obo/BTO_0001855
BTO:0003476;SK-MEL-2 cell;http://purl.obolibrary.org/obo/BTO_0003476
BTO:0005119;pleural mesothelioma cell;http://purl.obolibrary.org/obo/BTO_0005119
BTO:0002070;KS-IMM cell;http://purl.obolibrary.org/obo/BTO_0002070
BTO:0003127;human bone marrow endothelial cell line;http://purl.obolibrary.org/obo/BTO_0003127
BTO:0002081;senile osteomalacia cell;http://purl.obolibrary.org/obo/BTO_0002081
BTO:0004062;RPMI-7932 cell;http://purl.obolibrary.org/obo/BTO_0004062
BTO:0004073;CSM14.1 cell;http://purl.obolibrary.org/obo/BTO_0004073
BTO:0001396;trophosome tissue;http://purl.obolibrary.org/obo/BTO_0001396
BTO:0003388;tegmentum;http://purl.obolibrary.org/obo/BTO_0003388
BTO:0003399;avian pallium;http://purl.obolibrary.org/obo/BTO_0003399
BTO:0005317;CBRH-7919 cell;http://purl.obolibrary.org/obo/BTO_0005317
BTO:0001385;tongue;http://purl.obolibrary.org/obo/BTO_0001385
BTO:0000799;lymphosarcoma cell;http://purl.obolibrary.org/obo/BTO_0000799
BTO:0004767;MB-02 cell;http://purl.obolibrary.org/obo/BTO_0004767
BTO:0004420;digestive cell;http://purl.obolibrary.org/obo/BTO_0004420
BTO:0003097;external male genital organ;http://purl.obolibrary.org/obo/BTO_0003097
BTO:0005089;perichondrium;http://purl.obolibrary.org/obo/BTO_0005089
BTO:0005364;D-54MG cell;http://purl.obolibrary.org/obo/BTO_0005364
BTO:0005153;CEM-VBL10 cell;http://purl.obolibrary.org/obo/BTO_0005153
BTO:0001036;retinal cone;http://purl.obolibrary.org/obo/BTO_0001036
BTO:0003039;hypodermal seam cell;http://purl.obolibrary.org/obo/BTO_0003039
BTO:0001047;pharyngeal mucosa;http://purl.obolibrary.org/obo/BTO_0001047
BTO:0001058;phloem;http://purl.obolibrary.org/obo/BTO_0001058
BTO:0005306;culture condition:wine-grown cell;http://purl.obolibrary.org/obo/BTO_0005306
BTO:0004778;medium spiny neuron;http://purl.obolibrary.org/obo/BTO_0004778
BTO:0001820;subcommissural organ;http://purl.obolibrary.org/obo/BTO_0001820
BTO:0003510;RLE-6TN cell;http://purl.obolibrary.org/obo/BTO_0003510
BTO:0005502;Panc1-bC2GnT-M cell;http://purl.obolibrary.org/obo/BTO_0005502
BTO:0001234;seminal vesicle;http://purl.obolibrary.org/obo/BTO_0001234
BTO:0003086;rosette leaf;http://purl.obolibrary.org/obo/BTO_0003086
BTO:0003521;NFSC cell;http://purl.obolibrary.org/obo/BTO_0003521
BTO:0005513;cercaria;http://purl.obolibrary.org/obo/BTO_0005513
BTO:0005524;plant lip;http://purl.obolibrary.org/obo/BTO_0005524
BTO:0003879;GBM-8401 cell;http://purl.obolibrary.org/obo/BTO_0003879
BTO:0000346;digestive juice;http://purl.obolibrary.org/obo/BTO_0000346
BTO:0000357;nectary;http://purl.obolibrary.org/obo/BTO_0000357
BTO:0003062;MIO-M1 cell;http://purl.obolibrary.org/obo/BTO_0003062
BTO:0001070;pitcher secretion;http://purl.obolibrary.org/obo/BTO_0001070
BTO:0002338;culture condition:cellulose-grown cell;http://purl.obolibrary.org/obo/BTO_0002338
BTO:0003073;medullary thyroid carcinoma cell line;http://purl.obolibrary.org/obo/BTO_0003073
BTO:0002349;hallux;http://purl.obolibrary.org/obo/BTO_0002349
BTO:0001081;MOLT-3 cell;http://purl.obolibrary.org/obo/BTO_0001081
BTO:0005065;Swiss-3T3 cell;http://purl.obolibrary.org/obo/BTO_0005065
BTO:0000335;deciduoma cell;http://purl.obolibrary.org/obo/BTO_0000335
BTO:0002698;bed nucleus of stria terminalis;http://purl.obolibrary.org/obo/BTO_0002698
BTO:0005076;KG-1A cell;http://purl.obolibrary.org/obo/BTO_0005076
BTO:0000684;Krebs II ascites cell;http://purl.obolibrary.org/obo/BTO_0000684
BTO:0002687;Leydig cell tumor cell;http://purl.obolibrary.org/obo/BTO_0002687
BTO:0000695;culture condition:L-phenylglycine-grown cell;http://purl.obolibrary.org/obo/BTO_0000695
BTO:0004398;meningioma cell line;http://purl.obolibrary.org/obo/BTO_0004398
BTO:0000705;Langerhans cell;http://purl.obolibrary.org/obo/BTO_0000705
BTO:0000716;pancreatic beta cell line;http://purl.obolibrary.org/obo/BTO_0000716
BTO:0000727;multiple myeloma cell line;http://purl.obolibrary.org/obo/BTO_0000727
BTO:0002708;GT1-7 cell;http://purl.obolibrary.org/obo/BTO_0002708
BTO:0001302;sternum;http://purl.obolibrary.org/obo/BTO_0001302
BTO:0001313;style;http://purl.obolibrary.org/obo/BTO_0001313
BTO:0003305;epipodite;http://purl.obolibrary.org/obo/BTO_0003305
BTO:0004387;anterior cardinal vein;http://purl.obolibrary.org/obo/BTO_0004387
BTO:0002395;DC-3F/ADX cell;http://purl.obolibrary.org/obo/BTO_0002395
BTO:0000345;digestive gland;http://purl.obolibrary.org/obo/BTO_0000345
BTO:0002719;primary effusion lymphoma cell line;http://purl.obolibrary.org/obo/BTO_0002719
BTO:0002046;spermatozoid;http://purl.obolibrary.org/obo/BTO_0002046
BTO:0002057;lung adenocarcinoma cell;http://purl.obolibrary.org/obo/BTO_0002057
BTO:0004038;colonic neoplasm cell;http://purl.obolibrary.org/obo/BTO_0004038
BTO:0004049;adult T-cell lymphoma cell line;http://purl.obolibrary.org/obo/BTO_0004049
BTO:0000763;lung;http://purl.obolibrary.org/obo/BTO_0000763
BTO:0000774;lymphoblastoma cell;http://purl.obolibrary.org/obo/BTO_0000774
BTO:0002766;PC6-15 cell;http://purl.obolibrary.org/obo/BTO_0002766
BTO:0004822;germ tube;http://purl.obolibrary.org/obo/BTO_0004822
BTO:0002777;anterolateral sulcus of medulla oblongata;http://purl.obolibrary.org/obo/BTO_0002777
BTO:0004236;Y1-BS1 cell;http://purl.obolibrary.org/obo/BTO_0004236
BTO:0004025;claw muscle;http://purl.obolibrary.org/obo/BTO_0004025
BTO:0002753;PC6-1 cell;http://purl.obolibrary.org/obo/BTO_0002753
BTO:0004880;Tu-113 cell;http://purl.obolibrary.org/obo/BTO_0004880
BTO:0002080;renal tubular osteomalacia cell;http://purl.obolibrary.org/obo/BTO_0002080
BTO:0004072;middle ear squamous cell carcinoma cell line;http://purl.obolibrary.org/obo/BTO_0004072
BTO:0004083;HCC-2935 cell;http://purl.obolibrary.org/obo/BTO_0004083
BTO:0001854;vascular endothelial cell;http://purl.obolibrary.org/obo/BTO_0001854
BTO:0005689;atrioventricular node;http://purl.obolibrary.org/obo/BTO_0005689
BTO:0003697;endometrial stromal cell;http://purl.obolibrary.org/obo/BTO_0003697
BTO:0000750;plant ovary;http://purl.obolibrary.org/obo/BTO_0000750
BTO:0000601;hippocampus;http://purl.obolibrary.org/obo/BTO_0000601
BTO:0003686;medial habenular nucleus;http://purl.obolibrary.org/obo/BTO_0003686
BTO:0005822;cochlear hair cell;http://purl.obolibrary.org/obo/BTO_0005822
BTO:0002451;dorsal hypothalamic nucleus;http://purl.obolibrary.org/obo/BTO_0002451
BTO:0004443;XF354 cell;http://purl.obolibrary.org/obo/BTO_0004443
BTO:0004454;LN-774 cell;http://purl.obolibrary.org/obo/BTO_0004454
BTO:0005387;SUM-102 cell;http://purl.obolibrary.org/obo/BTO_0005387
BTO:0005398;PaTuO-2 cell;http://purl.obolibrary.org/obo/BTO_0005398
BTO:0002440;CX-1 cell;http://purl.obolibrary.org/obo/BTO_0002440
BTO:0004432;HCAEC cell;http://purl.obolibrary.org/obo/BTO_0004432
BTO:0003708;WPMY-1 cell;http://purl.obolibrary.org/obo/BTO_0003708
BTO:0005811;cigar leaf;http://purl.obolibrary.org/obo/BTO_0005811
BTO:0001057;neural tube;http://purl.obolibrary.org/obo/BTO_0001057
BTO:0003049;kerathoacanthoma cell;http://purl.obolibrary.org/obo/BTO_0003049
BTO:0001268;somatic cell;http://purl.obolibrary.org/obo/BTO_0001268
BTO:0005734;culture condition:methyl vanillate-grown cell;http://purl.obolibrary.org/obo/BTO_0005734
BTO:0001750;mandibular condyle;http://purl.obolibrary.org/obo/BTO_0001750
BTO:0003742;synoviocyte;http://purl.obolibrary.org/obo/BTO_0003742
BTO:0003753;central medial thalamic nucleus;http://purl.obolibrary.org/obo/BTO_0003753
BTO:0005745;SHI-1 cell;http://purl.obolibrary.org/obo/BTO_0005745
BTO:0003731;RCC-10RGB cell;http://purl.obolibrary.org/obo/BTO_0003731
BTO:0003096;internal male genital organ;http://purl.obolibrary.org/obo/BTO_0003096
BTO:0005363;COS-31 cell;http://purl.obolibrary.org/obo/BTO_0005363
BTO:0005099;follicular stem cell;http://purl.obolibrary.org/obo/BTO_0005099
BTO:0005374;OKF-6 cell;http://purl.obolibrary.org/obo/BTO_0005374
BTO:0000369;egg;http://purl.obolibrary.org/obo/BTO_0000369
BTO:0004835;inferior frontal gyrus;http://purl.obolibrary.org/obo/BTO_0004835
BTO:0001604;eyestalk;http://purl.obolibrary.org/obo/BTO_0001604
BTO:0005581;vestibular sensory epithelium;http://purl.obolibrary.org/obo/BTO_0005581
BTO:0000356;breast cancer cell line;http://purl.obolibrary.org/obo/BTO_0000356
BTO:0002337;culture condition:cellobiose-grown cell;http://purl.obolibrary.org/obo/BTO_0002337
BTO:0001291;sporophore;http://purl.obolibrary.org/obo/BTO_0001291
BTO:0002348;toe;http://purl.obolibrary.org/obo/BTO_0002348
BTO:0002359;intermediate cuneiform bone;http://purl.obolibrary.org/obo/BTO_0002359
BTO:0003294;Rat1-R12 cell;http://purl.obolibrary.org/obo/BTO_0003294
BTO:0001672;Mel Ei cell;http://purl.obolibrary.org/obo/BTO_0001672
BTO:0002729;ovarian serous carcinoma cell;http://purl.obolibrary.org/obo/BTO_0002729
BTO:0001683;adenohypophysis tumor cell;http://purl.obolibrary.org/obo/BTO_0001683
BTO:0000726;RPMI-8226 cell;http://purl.obolibrary.org/obo/BTO_0000726
BTO:0001661;alkaline gland;http://purl.obolibrary.org/obo/BTO_0001661
BTO:0000937;neurohypophysis;http://purl.obolibrary.org/obo/BTO_0000937
BTO:0002718;TR-146 cell;http://purl.obolibrary.org/obo/BTO_0002718
BTO:0002211;oral squamous cell carcinoma cell line;http://purl.obolibrary.org/obo/BTO_0002211
BTO:0005442;SBC-1 cell;http://purl.obolibrary.org/obo/BTO_0005442
BTO:0005453;culture condition:CD4+ cell;http://purl.obolibrary.org/obo/BTO_0005453
BTO:0002200;Colo-678 cell;http://purl.obolibrary.org/obo/BTO_0002200
BTO:0000773;lymphoblastoid cell line;http://purl.obolibrary.org/obo/BTO_0000773
BTO:0000984;P-388D1 cell;http://purl.obolibrary.org/obo/BTO_0000984
BTO:0002765;PC6-14 cell;http://purl.obolibrary.org/obo/BTO_0002765
BTO:0002776;inflorescence apex;http://purl.obolibrary.org/obo/BTO_0002776
BTO:0003362;anterior visceral ectoderm;http://purl.obolibrary.org/obo/BTO_0003362
BTO:0004419;dermal fibroblast;http://purl.obolibrary.org/obo/BTO_0004419
BTO:0001370;THP-1 cell;http://purl.obolibrary.org/obo/BTO_0001370
BTO:0003373;gametangium;http://purl.obolibrary.org/obo/BTO_0003373
BTO:0001381;tibial chondrocyte;http://purl.obolibrary.org/obo/BTO_0001381
BTO:0001312;adductor magnus;http://purl.obolibrary.org/obo/BTO_0001312
BTO:0003304;MDA-1483 cell;http://purl.obolibrary.org/obo/BTO_0003304
BTO:0001323;BPH-1 cell;http://purl.obolibrary.org/obo/BTO_0001323
BTO:0003315;UM-SCC-2 cell;http://purl.obolibrary.org/obo/BTO_0003315
BTO:0003326;FLK cell;http://purl.obolibrary.org/obo/BTO_0003326
BTO:0004059;CCD-18Co cell;http://purl.obolibrary.org/obo/BTO_0004059
BTO:0001301;bark;http://purl.obolibrary.org/obo/BTO_0001301
BTO:0004752;adipose-derived stromal cell;http://purl.obolibrary.org/obo/BTO_0004752
BTO:0004730;myeloid progenitor cell;http://purl.obolibrary.org/obo/BTO_0004730
BTO:0004741;CGTH-W2 cell;http://purl.obolibrary.org/obo/BTO_0004741
BTO:0000424;erythrocyte;http://purl.obolibrary.org/obo/BTO_0000424
BTO:0002427;KYSE-150 cell;http://purl.obolibrary.org/obo/BTO_0002427
BTO:0002603;11-9-1-4 cell;http://purl.obolibrary.org/obo/BTO_0002603
BTO:0000611;culture condition:hydroxyproline-induced cell;http://purl.obolibrary.org/obo/BTO_0000611
BTO:0002614;reticulopodium;http://purl.obolibrary.org/obo/BTO_0002614
BTO:0000622;culture condition:cyclopentanol-grown cell;http://purl.obolibrary.org/obo/BTO_0000622
BTO:0004606;MDCK-1 cell;http://purl.obolibrary.org/obo/BTO_0004606
BTO:0004293;heart endothelium;http://purl.obolibrary.org/obo/BTO_0004293
BTO:0000600;heterocyst;http://purl.obolibrary.org/obo/BTO_0000600
BTO:0000971;SAOS-2 cell;http://purl.obolibrary.org/obo/BTO_0000971
BTO:0000187;myeloblast;http://purl.obolibrary.org/obo/BTO_0000187
BTO:0000960;UT-7 cell;http://purl.obolibrary.org/obo/BTO_0000960
BTO:0005050;MDA-PCa-2b cell;http://purl.obolibrary.org/obo/BTO_0005050
BTO:0005397;SH-EP cell;http://purl.obolibrary.org/obo/BTO_0005397
BTO:0001715;ectoplacental cone;http://purl.obolibrary.org/obo/BTO_0001715
BTO:0003707;TK-6 cell;http://purl.obolibrary.org/obo/BTO_0003707
BTO:0003718;vasculature;http://purl.obolibrary.org/obo/BTO_0003718
BTO:0002661;auditory vesicle;http://purl.obolibrary.org/obo/BTO_0002661
BTO:0001726;inflorescence meristem;http://purl.obolibrary.org/obo/BTO_0001726
BTO:0002301;mucinous cystadenoma cell;http://purl.obolibrary.org/obo/BTO_0002301
BTO:0004304;cell lysate;http://purl.obolibrary.org/obo/BTO_0004304
BTO:0004315;HTD-114 cell;http://purl.obolibrary.org/obo/BTO_0004315
BTO:0003200;SK-RC-44 cell;http://purl.obolibrary.org/obo/BTO_0003200
BTO:0003729;TUHR-4TKB cell;http://purl.obolibrary.org/obo/BTO_0003729
BTO:0002672;medial nucleus of medial geniculate body;http://purl.obolibrary.org/obo/BTO_0002672
BTO:0004664;human iliac artery endothelial cell;http://purl.obolibrary.org/obo/BTO_0004664
BTO:0004453;LN-751 cell;http://purl.obolibrary.org/obo/BTO_0004453
BTO:0001267;BmN cell;http://purl.obolibrary.org/obo/BTO_0001267
BTO:0001278;spike;http://purl.obolibrary.org/obo/BTO_0001278
BTO:0005779;NCI-H1838 cell;http://purl.obolibrary.org/obo/BTO_0005779
BTO:0005768;epididymal epithelium;http://purl.obolibrary.org/obo/BTO_0005768
BTO:0000021;head muscle;http://purl.obolibrary.org/obo/BTO_0000021
BTO:0000232;cerebellum;http://purl.obolibrary.org/obo/BTO_0000232
BTO:0003752;lamina epithelialis mucosa;http://purl.obolibrary.org/obo/BTO_0003752
BTO:0005744;vegetative stage;http://purl.obolibrary.org/obo/BTO_0005744
BTO:0005755;choroid plexus papilloma cell;http://purl.obolibrary.org/obo/BTO_0005755
BTO:0001902;lag phase culture;http://purl.obolibrary.org/obo/BTO_0001902
BTO:0001638;blastema;http://purl.obolibrary.org/obo/BTO_0001638
BTO:0004856;pancreaticobiliary cancer cell;http://purl.obolibrary.org/obo/BTO_0004856
BTO:0005791;enamel knot;http://purl.obolibrary.org/obo/BTO_0005791
BTO:0001685;aortic smooth muscle;http://purl.obolibrary.org/obo/BTO_0001685
BTO:0001696;archenteron;http://purl.obolibrary.org/obo/BTO_0001696
BTO:0005733;culture condition:methyl ferulate-grown cell;http://purl.obolibrary.org/obo/BTO_0005733
BTO:0001960;HuMMEC cell;http://purl.obolibrary.org/obo/BTO_0001960
BTO:0003741;T-47 cell;http://purl.obolibrary.org/obo/BTO_0003741
BTO:0003603;respiratory mucus;http://purl.obolibrary.org/obo/BTO_0003603
BTO:0000739;lymphoblastic leukemia cell line;http://purl.obolibrary.org/obo/BTO_0000739
BTO:0005780;WM-902B cell;http://purl.obolibrary.org/obo/BTO_0005780
BTO:0000728;Brown Pearce carcinoma cell;http://purl.obolibrary.org/obo/BTO_0000728
BTO:0002709;head and neck squamous cell carcinoma cell line;http://purl.obolibrary.org/obo/BTO_0002709
BTO:0001663;ameloblast;http://purl.obolibrary.org/obo/BTO_0001663
BTO:0001674;Mel Im cell;http://purl.obolibrary.org/obo/BTO_0001674
BTO:0005711;Mel007 cell;http://purl.obolibrary.org/obo/BTO_0005711
BTO:0003930;ARK-B cell;http://purl.obolibrary.org/obo/BTO_0003930
BTO:0004399;BEN-MEN-1 cell;http://purl.obolibrary.org/obo/BTO_0004399
BTO:0000717;pericardium;http://purl.obolibrary.org/obo/BTO_0000717
BTO:0001650;longissimus cervicis;http://purl.obolibrary.org/obo/BTO_0001650
BTO:0003133;culture condition:acetylene-grown cell;http://purl.obolibrary.org/obo/BTO_0003133
BTO:0000904;culture condition:beta-aminoisobutyrate-grown cell;http://purl.obolibrary.org/obo/BTO_0000904
BTO:0004597;nephrocyte;http://purl.obolibrary.org/obo/BTO_0004597
BTO:0000915;nauplius;http://purl.obolibrary.org/obo/BTO_0000915
BTO:0002907;NR-8383 cell;http://purl.obolibrary.org/obo/BTO_0002907
BTO:0005420;canal trophoblast giant cell;http://purl.obolibrary.org/obo/BTO_0005420
BTO:0000269;colon;http://purl.obolibrary.org/obo/BTO_0000269
BTO:0000962;oligodendrocyte;http://purl.obolibrary.org/obo/BTO_0000962
BTO:0000751;leukocyte;http://purl.obolibrary.org/obo/BTO_0000751
BTO:0002743;schistosomulum;http://purl.obolibrary.org/obo/BTO_0002743
BTO:0002754;PC6-2 cell;http://purl.obolibrary.org/obo/BTO_0002754
BTO:0003687;serous cell;http://purl.obolibrary.org/obo/BTO_0003687
BTO:0004608;Henles loop;http://purl.obolibrary.org/obo/BTO_0004608
BTO:0003340;CL-3 cell;http://purl.obolibrary.org/obo/BTO_0003340
BTO:0003351;BN17 cell;http://purl.obolibrary.org/obo/BTO_0003351
BTO:0003698;coronary atherosclerotic plaque;http://purl.obolibrary.org/obo/BTO_0003698
BTO:0002594;DDT1-MF-2 cell;http://purl.obolibrary.org/obo/BTO_0002594
BTO:0004586;alevin;http://purl.obolibrary.org/obo/BTO_0004586
BTO:0004237;myometrial cell line;http://purl.obolibrary.org/obo/BTO_0004237
BTO:0003191;SNU-387 cell;http://purl.obolibrary.org/obo/BTO_0003191
BTO:0004248;Xenopus A6 cell;http://purl.obolibrary.org/obo/BTO_0004248
BTO:0004259;primitive neuroectodermal tumor cell line;http://purl.obolibrary.org/obo/BTO_0004259
BTO:0004295;umbilical artery endothelial cell;http://purl.obolibrary.org/obo/BTO_0004295
BTO:0002605;TE-671 cell;http://purl.obolibrary.org/obo/BTO_0002605
BTO:0002616;turion;http://purl.obolibrary.org/obo/BTO_0002616
BTO:0000118;culture condition:benzoylformate-grown cell;http://purl.obolibrary.org/obo/BTO_0000118
BTO:0004284;TK-164 cell;http://purl.obolibrary.org/obo/BTO_0004284
BTO:0005328;culture condition:methylamine-grown cell;http://purl.obolibrary.org/obo/BTO_0005328
BTO:0004260;Askin's tumor cell;http://purl.obolibrary.org/obo/BTO_0004260
BTO:0004271;hyalocyte;http://purl.obolibrary.org/obo/BTO_0004271
BTO:0004282;TSA cell;http://purl.obolibrary.org/obo/BTO_0004282
BTO:0000165;C2C12 cell;http://purl.obolibrary.org/obo/BTO_0000165
BTO:0002168;juvenile;http://purl.obolibrary.org/obo/BTO_0002168
BTO:0005375;oral cell line;http://purl.obolibrary.org/obo/BTO_0005375
BTO:0001904;SU.86.86 cell;http://purl.obolibrary.org/obo/BTO_0001904
BTO:0001269;spadix;http://purl.obolibrary.org/obo/BTO_0001269
BTO:0002650;entorhinal area;http://purl.obolibrary.org/obo/BTO_0002650
BTO:0004631;glomerular endothelium;http://purl.obolibrary.org/obo/BTO_0004631
BTO:0004642;abductor;http://purl.obolibrary.org/obo/BTO_0004642
BTO:0004989;monospore;http://purl.obolibrary.org/obo/BTO_0004989
BTO:0001245;bronchoalveolar stem cell;http://purl.obolibrary.org/obo/BTO_0001245
BTO:0001256;parasympathetic ganglion;http://purl.obolibrary.org/obo/BTO_0001256
